Store_locations_ID,Text_ID,Text,aspectCategory,sentiment
4,1164,the coffee is excellent and the place is tidy it is worth trying and repeating  i hope it stays at this beautiful level,"service, staff","positive, positive"
4,1165,the quality of drinks and solutions is excellent very courteous staff continue at the same level and good luck,service,positive
4,1166,distinguished may god give them wellness,staff,positive
4,1167,there was a worker in the caf who behaved badly once she screams at my mother and tells her to go and clean the bathroom may god not forgive her and her psyche,service,positive
4,1168,may god grant them successthey are organized and focused on the smallest detailsand their cortado is special,price,positive
4,1169,expensive prices for clothes,place,positive
4,1170,v i took a beautiful sentence,drinks,positive
4,1171,their coffee is good,drinks,positive
4,1172,the tea adani is excellent,drinks,positive
4,1173,my favorite order is french caf without sugar coffee with hazelnuts and milk i need imagination,food,positive
4,1175,bad,service,positive
4,1176,a nice solution in it,food,positive
4,1177,it was a great experience,drinks,negative
4,1179,we ordered a cappuccino and it turned out delicious  cheesecake is bitter and bad may god continue the blessing losing money in vain  we will not repeat the experience of buying sweets,drinks,negative
4,1180,i tried matcha and it was really bad in an unnatural way the worst matcha ive ever tasted in my entire life i hope you improve on it,dessert,positive
4,1182,i took a muffin from them that was bad in every sense of the word it had a bad smell that indicated poor storage,service,positive
4,1183,their treatment is exceptional and their service is fast,drinks,positive
4,1184,i liked the turkish coffee plain with fine sugar,service,positive
4,1185,the honey cake has nothing to do with cake the honey tastes like egg whites and the muffin is poorly stored and clearly old,food,positive
4,1186,very awesome the varieties are sometimes terrible and the v sometimes is delicious prepared to perfection,food,positive
4,1187,at alrahili station the last kiosk i ordered a waffle with chocolate and pistachio sauce it was nutty and crunchy,"dessert, food","positive, positive"
